Index Game, Round, Player, Move
44,3,1,"[[-1, -1], [3, 3]]"
44,3,2,"[[-1, -1], [1, 3]]"
44,4,1,"[[-1, -1], [0, 4]]"
44,4,2,"[[-1, -1], [1, 2]]"
44,5,1,"[[0, 3], [1, 4]]"
44,6,2,"[[4, 1], [3, 2]]"
44,7,1,"[[2, 3], [3, 4]]"
44,8,2,"[[1, 3], [2, 4]]"
44,9,1,"[[3, 3], [2, 3]]"
44,10,2,"[[1, 2], [2, 2]]"
44,11,1,"[[0, 4], [0, 3]]"
44,12,2,"[[2, 4], [1, 3]]"
44,13,1,"[[2, 3], [2, 4]]"
44,14,2,"[[1, 3], [0, 4]]"
44,15,1,"[[0, 3], [1, 3]]"
44,16,2,"[[2, 2], [2, 3]]"
44,17,1,"[[1, 4], [0, 3]]"
44,18,2,"[[0, 4], [1, 4]]"
44,19,1,"[[2, 4], [3, 3]]"
44,20,2,"[[4, 3], [4, 2]]"
44,21,1,"[[0, 3], [0, 2]]"
44,22,2,"[[4, 2], [4, 1]]"
45,1,1,"[[-1, -1], [1, 4]]"
45,1,2,"[[-1, -1], [3, 2]]"
45,2,1,"[[-1, -1], [0, 4]]"
45,2,2,"[[-1, -1], [1, 2]]"
45,3,1,"[[-1, -1], [2, 4]]"
45,3,2,"[[-1, -1], [3, 4]]"
45,4,1,"[[-1, -1], [3, 3]]"
45,4,2,"[[-1, -1], [1, 3]]"
45,5,1,"[[3, 3], [4, 3]]"
45,6,2,"[[3, 2], [2, 2]]"
45,7,1,"[[1, 4], [2, 3]]"
45,8,2,"[[3, 4], [3, 3]]"
45,9,1,"[[4, 3], [3, 4]]"
45,10,2,"[[1, 3], [1, 4]]"
45,11,1,"[[0, 4], [1, 3]]"
45,12,2,"[[1, 2], [0, 2]]"
45,13,1,"[[1, 3], [0, 3]]"
45,14,2,"[[0, 2], [1, 3]]"
45,15,1,"[[3, 4], [4, 3]]"
45,16,2,"[[2, 2], [1, 2]]"
45,17,1,"[[2, 4], [3, 4]]"
45,18,2,"[[3, 3], [2, 2]]"
45,19,1,"[[0, 3], [0, 2]]"
45,20,2,"[[2, 2], [1, 1]]"
46,1,1,"[[-1, -1], [2, 0]]"
46,1,2,"[[-1, -1], [3, 1]]"
46,2,1,"[[-1, -1], [0, 0]]"
46,2,2,"[[-1, -1], [1, 1]]"
46,3,1,"[[-1, -1], [1, 0]]"
46,3,2,"[[-1, -1], [3, 0]]"
46,4,1,"[[-1, -1], [1, 2]]"
46,4,2,"[[-1, -1], [2, 1]]"
46,5,1,"[[0, 0], [0, 1]]"
46,6,2,"[[3, 0], [4, 1]]"
47,1,1,"[[-1, -1], [2, 2]]"
47,1,2,"[[-1, -1], [3, 3]]"
47,2,1,"[[-1, -1], [0, 2]]"
47,2,2,"[[-1, -1], [1, 3]]"
47,3,1,"[[-1, -1], [1, 2]]"
47,3,2,"[[-1, -1], [3, 2]]"
47,4,1,"[[-1, -1], [0, 1]]"
47,4,2,"[[-1, -1], [1, 1]]"
47,5,1,"[[0, 1], [0, 0]]"
47,6,2,"[[1, 1], [2, 1]]"
47,7,1,"[[2, 2], [1, 1]]"
47,8,2,"[[1, 3], [0, 3]]"
47,9,1,"[[0, 0], [0, 1]]"
48,1,1,"[[-1, -1], [3, 0]]"
48,1,2,"[[-1, -1], [3, 4]]"
48,2,1,"[[-1, -1], [1, 0]]"
48,2,2,"[[-1, -1], [1, 4]]"
48,3,1,"[[-1, -1], [2, 0]]"
48,3,2,"[[-1, -1], [0, 0]]"
48,4,1,"[[-1, -1], [4, 0]]"
48,4,2,"[[-1, -1], [1, 2]]"
48,5,1,"[[1, 0], [2, 1]]"
48,6,2,"[[0, 0], [0, 1]]"
48,7,1,"[[2, 1], [1, 0]]"
49,1,1,"[[-1, -1], [2, 1]]"
49,1,2,"[[-1, -1], [4, 2]]"
49,2,1,"[[-1, -1], [0, 1]]"
49,2,2,"[[-1, -1], [2, 2]]"
49,3,1,"[[-1, -1], [3, 1]]"
49,3,2,"[[-1, -1], [1, 1]]"
49,4,1,"[[-1, -1], [0, 0]]"
49,4,2,"[[-1, -1], [4, 4]]"
49,5,1,"[[0, 0], [1, 0]]"
49,6,2,"[[4, 2], [3, 3]]"
50,1,1,"[[-1, -1], [1, 0]]"
50,1,2,"[[-1, -1], [0, 2]]"
50,2,1,"[[-1, -1], [0, 0]]"
50,2,2,"[[-1, -1], [0, 1]]"
50,3,1,"[[-1, -1], [2, 0]]"
50,3,2,"[[-1, -1], [3, 0]]"
50,4,1,"[[-1, -1], [3, 1]]"
50,4,2,"[[-1, -1], [1, 1]]"
50,5,1,"[[3, 1], [4, 1]]"
50,6,2,"[[0, 1], [1, 2]]"
50,7,1,"[[4, 1], [4, 0]]"
50,8,2,"[[1, 1], [2, 1]]"
50,9,1,"[[0, 0], [0, 1]]"
50,10,2,"[[0, 2], [0, 3]]"
51,1,1,"[[-1, -1], [2, 2]]"
51,1,2,"[[-1, -1], [0, 1]]"
51,2,1,"[[-1, -1], [0, 2]]"
51,2,2,"[[-1, -1], [1, 1]]"
51,3,1,"[[-1, -1], [1, 2]]"
51,3,2,"[[-1, -1], [3, 2]]"
51,4,1,"[[-1, -1], [0, 3]]"
51,4,2,"[[-1, -1], [1, 3]]"
51,5,1,"[[0, 3], [0, 4]]"
51,6,2,"[[0, 1], [1, 0]]"
51,7,1,"[[0, 4], [1, 4]]"
51,8,2,"[[3, 2], [2, 3]]"
51,9,1,"[[2, 2], [2, 1]]"
51,10,2,"[[1, 0], [2, 0]]"
51,11,1,"[[1, 4], [0, 3]]"
51,12,2,"[[1, 1], [2, 2]]"
51,13,1,"[[0, 2], [0, 1]]"
51,14,2,"[[1, 3], [1, 4]]"
51,15,1,"[[2, 1], [1, 1]]"
51,16,2,"[[1, 4], [0, 4]]"
51,17,1,"[[0, 3], [0, 2]]"
52,1,1,"[[-1, -1], [0, 1]]"
52,1,2,"[[-1, -1], [1, 1]]"
52,2,1,"[[-1, -1], [0, 0]]"
52,2,2,"[[-1, -1], [0, 2]]"
52,3,1,"[[-1, -1], [0, 3]]"
52,3,2,"[[-1, -1], [0, 4]]"
52,4,1,"[[-1, -1], [1, 0]]"
52,4,2,"[[-1, -1], [1, 2]]"
52,5,1,"[[0, 3], [1, 4]]"
52,6,2,"[[0, 2], [1, 3]]"
52,7,1,"[[0, 1], [0, 2]]"
52,8,2,"[[0, 4], [0, 3]]"
52,9,1,"[[1, 0], [0, 1]]"
52,10,2,"[[1, 1], [1, 0]]"
52,11,1,"[[0, 0], [1, 1]]"
52,12,2,"[[1, 0], [2, 1]]"
52,13,1,"[[1, 4], [0, 4]]"
52,14,2,"[[0, 3], [1, 4]]"
52,15,1,"[[0, 4], [0, 3]]"
52,16,2,"[[1, 2], [2, 2]]"
52,17,1,"[[0, 3], [1, 2]]"
53,1,1,"[[-1, -1], [4, 4]]"
53,1,2,"[[-1, -1], [2, 4]]"
53,2,1,"[[-1, -1], [4, 2]]"
53,2,2,"[[-1, -1], [0, 4]]"
53,3,1,"[[-1, -1], [4, 3]]"
53,3,2,"[[-1, -1], [4, 1]]"
53,4,1,"[[-1, -1], [3, 0]]"
53,4,2,"[[-1, -1], [0, 2]]"
53,5,1,"[[3, 0], [3, 1]]"
53,6,2,"[[0, 4], [0, 3]]"
53,7,1,"[[3, 1], [3, 2]]"
53,8,2,"[[2, 4], [3, 3]]"
53,9,1,"[[4, 3], [3, 4]]"
53,10,2,"[[4, 1], [3, 1]]"
53,11,1,"[[3, 2], [4, 1]]"
53,12,2,"[[3, 3], [4, 3]]"
53,13,1,"[[4, 2], [3, 3]]"
53,14,2,"[[4, 3], [3, 2]]"
53,15,1,"[[4, 1], [4, 2]]"
53,16,2,"[[3, 2], [4, 3]]"
53,17,1,"[[3, 3], [2, 3]]"
53,18,2,"[[3, 1], [2, 2]]"
53,19,1,"[[2, 3], [3, 2]]"
53,20,2,"[[2, 2], [3, 3]]"
53,21,1,"[[3, 2], [2, 1]]"
53,22,2,"[[0, 2], [1, 2]]"
53,23,1,"[[2, 1], [2, 2]]"
53,24,2,"[[0, 3], [1, 3]]"
53,25,1,"[[2, 2], [2, 3]]"
53,26,2,"[[1, 2], [0, 2]]"
53,27,1,"[[4, 2], [3, 1]]"
53,28,2,"[[1, 3], [0, 3]]"
53,29,1,"[[2, 3], [3, 2]]"
53,30,2,"[[0, 2], [1, 2]]"
53,31,1,"[[3, 1], [4, 1]]"
53,32,2,"[[1, 2], [2, 3]]"
53,33,1,"[[3, 2], [2, 1]]"
53,34,2,"[[0, 3], [1, 3]]"
54,1,1,"[[-1, -1], [1, 0]]"
54,1,2,"[[-1, -1], [2, 4]]"
54,2,1,"[[-1, -1], [0, 0]]"
54,2,2,"[[-1, -1], [0, 4]]"
54,3,1,"[[-1, -1], [2, 0]]"
54,3,2,"[[-1, -1], [3, 0]]"
54,4,1,"[[-1, -1], [3, 1]]"
54,4,2,"[[-1, -1], [1, 1]]"
54,5,1,"[[3, 1], [4, 1]]"
54,6,2,"[[0, 4], [1, 3]]"
54,7,1,"[[1, 0], [2, 1]]"
54,8,2,"[[3, 0], [3, 1]]"
54,9,1,"[[4, 1], [3, 0]]"
54,10,2,"[[1, 1], [1, 0]]"
54,11,1,"[[3, 0], [4, 0]]"
54,12,2,"[[1, 3], [2, 3]]"
54,13,1,"[[0, 0], [1, 1]]"
54,14,2,"[[2, 4], [1, 3]]"
54,15,1,"[[4, 0], [4, 1]]"
54,16,2,"[[1, 3], [1, 2]]"
54,17,1,"[[1, 1], [2, 2]]"
54,18,2,"[[2, 3], [3, 2]]"
54,19,1,"[[2, 0], [1, 1]]"
54,20,2,"[[1, 0], [0, 0]]"
54,21,1,"[[4, 1], [3, 0]]"
54,22,2,"[[0, 0], [0, 1]]"
54,23,1,"[[2, 1], [1, 0]]"
54,24,2,"[[0, 1], [0, 2]]"
54,25,1,"[[3, 0], [2, 0]]"
54,26,2,"[[3, 1], [2, 1]]"
54,27,1,"[[1, 0], [0, 0]]"
54,28,2,"[[3, 2], [4, 2]]"
54,29,1,"[[0, 0], [0, 1]]"
54,30,2,"[[2, 1], [3, 1]]"
54,31,1,"[[2, 2], [2, 1]]"
54,32,2,"[[0, 2], [0, 3]]"
54,33,1,"[[0, 1], [1, 0]]"
55,1,1,"[[-1, -1], [1, 2]]"
55,1,2,"[[-1, -1], [0, 2]]"
55,2,1,"[[-1, -1], [1, 0]]"
55,2,2,"[[-1, -1], [0, 0]]"
55,3,1,"[[-1, -1], [1, 1]]"
55,3,2,"[[-1, -1], [1, 3]]"
55,4,1,"[[-1, -1], [2, 0]]"
55,4,2,"[[-1, -1], [2, 1]]"
55,5,1,"[[1, 2], [2, 2]]"
55,6,2,"[[0, 0], [0, 1]]"
55,7,1,"[[1, 0], [0, 0]]"
55,8,2,"[[0, 1], [1, 0]]"
55,9,1,"[[2, 2], [1, 2]]"
55,10,2,"[[0, 2], [0, 1]]"
55,11,1,"[[2, 0], [3, 0]]"
55,12,2,"[[1, 3], [2, 2]]"
55,13,1,"[[3, 0], [3, 1]]"
55,14,2,"[[2, 1], [2, 0]]"
55,15,1,"[[1, 2], [2, 1]]"
55,16,2,"[[2, 2], [1, 3]]"
55,17,1,"[[3, 1], [2, 2]]"
55,18,2,"[[1, 3], [0, 3]]"
55,19,1,"[[2, 1], [3, 2]]"
55,20,2,"[[0, 1], [0, 2]]"
55,21,1,"[[3, 2], [3, 3]]"
56,1,1,"[[-1, -1], [0, 4]]"
56,1,2,"[[-1, -1], [3, 3]]"
56,2,1,"[[-1, -1], [0, 2]]"
56,2,2,"[[-1, -1], [0, 3]]"
56,3,1,"[[-1, -1], [0, 0]]"
56,3,2,"[[-1, -1], [1, 3]]"
56,4,1,"[[-1, -1], [2, 3]]"
56,4,2,"[[-1, -1], [3, 2]]"
56,5,1,"[[0, 0], [0, 1]]"
56,6,2,"[[3, 2], [4, 2]]"
56,7,1,"[[0, 1], [1, 2]]"
56,8,2,"[[3, 3], [4, 3]]"
56,9,1,"[[2, 3], [3, 3]]"
56,10,2,"[[4, 2], [3, 2]]"
56,11,1,"[[1, 2], [2, 3]]"
56,12,2,"[[3, 2], [2, 2]]"
56,13,1,"[[0, 2], [1, 2]]"
56,14,2,"[[4, 3], [3, 2]]"
56,15,1,"[[0, 4], [1, 4]]"
56,16,2,"[[0, 3], [0, 4]]"
56,17,1,"[[1, 2], [0, 1]]"
56,18,2,"[[3, 2], [3, 1]]"
57,1,1,"[[-1, -1], [0, 3]]"
57,1,2,"[[-1, -1], [1, 4]]"
57,2,1,"[[-1, -1], [0, 1]]"
57,2,2,"[[-1, -1], [0, 4]]"
57,3,1,"[[-1, -1], [0, 2]]"
57,3,2,"[[-1, -1], [0, 0]]"
57,4,1,"[[-1, -1], [1, 0]]"
57,4,2,"[[-1, -1], [1, 1]]"
57,5,1,"[[0, 2], [1, 2]]"
57,6,2,"[[0, 4], [1, 3]]"
57,7,1,"[[0, 3], [0, 2]]"
57,8,2,"[[1, 3], [0, 3]]"
57,9,1,"[[0, 2], [1, 3]]"
57,10,2,"[[0, 3], [0, 2]]"
57,11,1,"[[1, 0], [2, 1]]"
57,12,2,"[[0, 0], [1, 0]]"
57,13,1,"[[2, 1], [3, 1]]"
57,14,2,"[[1, 0], [2, 1]]"
57,15,1,"[[0, 1], [1, 0]]"
57,16,2,"[[1, 1], [0, 1]]"
57,17,1,"[[1, 0], [1, 1]]"
57,18,2,"[[1, 4], [0, 3]]"
57,19,1,"[[1, 3], [2, 2]]"
57,20,2,"[[0, 1], [0, 0]]"
57,21,1,"[[3, 1], [2, 0]]"
57,22,2,"[[0, 0], [1, 0]]"
57,23,1,"[[2, 2], [1, 3]]"
57,24,2,"[[0, 2], [0, 1]]"
57,25,1,"[[1, 3], [0, 2]]"
57,26,2,"[[0, 3], [1, 3]]"
57,27,1,"[[0, 2], [0, 3]]"
57,28,2,"[[0, 1], [0, 2]]"
57,29,1,"[[0, 3], [1, 4]]"
57,30,2,"[[1, 3], [2, 2]]"
57,31,1,"[[1, 4], [1, 3]]"
57,32,2,"[[0, 2], [0, 1]]"
57,33,1,"[[1, 3], [2, 3]]"
57,34,2,"[[0, 1], [0, 0]]"
57,35,1,"[[2, 0], [3, 1]]"
57,36,2,"[[1, 0], [2, 0]]"
57,37,1,"[[2, 3], [3, 3]]"
57,38,2,"[[0, 0], [0, 1]]"
57,39,1,"[[3, 3], [4, 2]]"
57,40,2,"[[2, 1], [1, 0]]"
57,41,1,"[[1, 2], [2, 1]]"
57,42,2,"[[0, 1], [0, 0]]"
57,43,1,"[[4, 2], [4, 1]]"
58,1,1,"[[-1, -1], [4, 1]]"
58,1,2,"[[-1, -1], [0, 3]]"
58,2,1,"[[-1, -1], [2, 1]]"
58,2,2,"[[-1, -1], [0, 1]]"
58,3,1,"[[-1, -1], [1, 1]]"
58,3,2,"[[-1, -1], [3, 1]]"
58,4,1,"[[-1, -1], [1, 0]]"
58,4,2,"[[-1, -1], [0, 2]]"
58,5,1,"[[4, 1], [3, 0]]"
58,6,2,"[[3, 1], [2, 0]]"
58,7,1,"[[1, 1], [0, 0]]"
58,8,2,"[[0, 1], [1, 1]]"
58,9,1,"[[2, 1], [3, 1]]"
58,10,2,"[[0, 3], [1, 2]]"
58,11,1,"[[3, 0], [4, 0]]"
58,12,2,"[[1, 1], [0, 1]]"
58,13,1,"[[0, 0], [1, 1]]"
58,14,2,"[[2, 0], [2, 1]]"
58,15,1,"[[3, 1], [3, 0]]"
58,16,2,"[[2, 1], [2, 0]]"
58,17,1,"[[3, 0], [2, 1]]"
58,18,2,"[[2, 0], [3, 1]]"
58,19,1,"[[1, 1], [2, 0]]"
58,20,2,"[[3, 1], [3, 0]]"
58,21,1,"[[2, 1], [3, 1]]"
58,22,2,"[[1, 2], [2, 1]]"
58,23,1,"[[1, 0], [1, 1]]"
58,24,2,"[[0, 1], [1, 2]]"
58,25,1,"[[1, 1], [0, 0]]"
58,26,2,"[[0, 2], [0, 3]]"
59,1,1,"[[-1, -1], [3, 3]]"
59,1,2,"[[-1, -1], [4, 3]]"
59,2,1,"[[-1, -1], [1, 3]]"
59,2,2,"[[-1, -1], [4, 1]]"
59,3,1,"[[-1, -1], [2, 3]]"
59,3,2,"[[-1, -1], [0, 3]]"
59,4,1,"[[-1, -1], [1, 4]]"
59,4,2,"[[-1, -1], [2, 4]]"
59,5,1,"[[1, 3], [1, 2]]"
59,6,2,"[[2, 4], [1, 3]]"
59,7,1,"[[1, 2], [2, 2]]"
59,8,2,"[[0, 3], [1, 2]]"
59,9,1,"[[2, 3], [3, 2]]"
59,10,2,"[[1, 2], [2, 3]]"
59,11,1,"[[3, 3], [4, 2]]"
59,12,2,"[[4, 1], [3, 1]]"
59,13,1,"[[1, 4], [0, 3]]"
59,14,2,"[[1, 3], [1, 2]]"
59,15,1,"[[0, 3], [1, 3]]"
59,16,2,"[[4, 3], [3, 3]]"
59,17,1,"[[1, 3], [0, 2]]"
59,18,2,"[[2, 3], [2, 4]]"
59,19,1,"[[0, 2], [1, 1]]"
59,20,2,"[[2, 4], [3, 4]]"
59,21,1,"[[1, 1], [2, 1]]"
59,22,2,"[[3, 3], [2, 4]]"
59,23,1,"[[3, 2], [2, 3]]"
59,24,2,"[[2, 4], [1, 3]]"
59,25,1,"[[4, 2], [3, 3]]"
59,26,2,"[[1, 2], [0, 1]]"
59,27,1,"[[2, 1], [3, 2]]"
60,1,1,"[[-1, -1], [3, 4]]"
60,1,2,"[[-1, -1], [3, 2]]"
60,2,1,"[[-1, -1], [1, 4]]"
60,2,2,"[[-1, -1], [1, 2]]"
60,3,1,"[[-1, -1], [2, 4]]"
60,3,2,"[[-1, -1], [0, 0]]"
60,4,1,"[[-1, -1], [0, 4]]"
60,4,2,"[[-1, -1], [2, 1]]"
60,5,1,"[[0, 4], [0, 3]]"
60,6,2,"[[0, 0], [0, 1]]"
60,7,1,"[[0, 3], [0, 4]]"
61,1,1,"[[-1, -1], [3, 2]]"
61,1,2,"[[-1, -1], [2, 3]]"
61,2,1,"[[-1, -1], [2, 2]]"
61,2,2,"[[-1, -1], [0, 3]]"
61,3,1,"[[-1, -1], [1, 2]]"
61,3,2,"[[-1, -1], [0, 0]]"
61,4,1,"[[-1, -1], [0, 2]]"
61,4,2,"[[-1, -1], [0, 1]]"
61,5,1,"[[0, 2], [1, 1]]"
61,6,2,"[[0, 0], [1, 0]]"
61,7,1,"[[1, 1], [0, 2]]"
62,1,1,"[[-1, -1], [4, 4]]"
62,1,2,"[[-1, -1], [3, 4]]"
62,2,1,"[[-1, -1], [4, 2]]"
62,2,2,"[[-1, -1], [1, 4]]"
62,3,1,"[[-1, -1], [4, 3]]"
62,3,2,"[[-1, -1], [4, 1]]"
62,4,1,"[[-1, -1], [3, 0]]"
62,4,2,"[[-1, -1], [3, 2]]"
62,5,1,"[[3, 0], [2, 0]]"
62,6,2,"[[3, 4], [2, 3]]"
63,1,1,"[[-1, -1], [4, 4]]"
63,1,2,"[[-1, -1], [3, 1]]"
63,2,1,"[[-1, -1], [2, 4]]"
63,2,2,"[[-1, -1], [1, 1]]"
63,3,1,"[[-1, -1], [1, 4]]"
63,3,2,"[[-1, -1], [3, 4]]"
63,4,1,"[[-1, -1], [0, 3]]"
63,4,2,"[[-1, -1], [2, 1]]"
63,5,1,"[[0, 3], [1, 3]]"
63,6,2,"[[1, 1], [2, 2]]"
63,7,1,"[[1, 4], [0, 4]]"
63,8,2,"[[2, 2], [3, 3]]"
63,9,1,"[[0, 4], [0, 3]]"
63,10,2,"[[2, 1], [3, 2]]"
64,1,1,"[[-1, -1], [2, 4]]"
64,1,2,"[[-1, -1], [4, 0]]"
64,2,1,"[[-1, -1], [0, 4]]"
64,2,2,"[[-1, -1], [2, 0]]"
64,3,1,"[[-1, -1], [3, 4]]"
64,3,2,"[[-1, -1], [1, 4]]"
64,4,1,"[[-1, -1], [3, 3]]"
64,4,2,"[[-1, -1], [2, 1]]"
64,5,1,"[[2, 4], [2, 3]]"
64,6,2,"[[1, 4], [1, 3]]"
64,7,1,"[[3, 3], [2, 4]]"
64,8,2,"[[1, 3], [1, 4]]"
64,9,1,"[[3, 4], [4, 4]]"
64,10,2,"[[4, 0], [3, 1]]"
64,11,1,"[[2, 4], [3, 4]]"
64,12,2,"[[3, 1], [2, 2]]"
64,13,1,"[[0, 4], [1, 3]]"
64,14,2,"[[1, 4], [0, 3]]"
64,15,1,"[[1, 3], [1, 4]]"
64,16,2,"[[0, 3], [0, 2]]"
64,17,1,"[[2, 3], [2, 4]]"
65,1,1,"[[-1, -1], [2, 0]]"
65,1,2,"[[-1, -1], [4, 0]]"
65,2,1,"[[-1, -1], [0, 0]]"
65,2,2,"[[-1, -1], [4, 1]]"
65,3,1,"[[-1, -1], [3, 0]]"
65,3,2,"[[-1, -1], [1, 0]]"
65,4,1,"[[-1, -1], [0, 1]]"
65,4,2,"[[-1, -1], [2, 1]]"
65,5,1,"[[0, 0], [1, 1]]"
65,6,2,"[[4, 0], [3, 1]]"
65,7,1,"[[0, 1], [0, 0]]"
65,8,2,"[[4, 1], [4, 0]]"
65,9,1,"[[1, 1], [0, 2]]"
65,10,2,"[[1, 0], [1, 1]]"
65,11,1,"[[3, 0], [4, 1]]"
65,12,2,"[[1, 1], [2, 2]]"
65,13,1,"[[0, 0], [1, 0]]"
65,14,2,"[[2, 2], [1, 3]]"
65,15,1,"[[0, 2], [0, 1]]"
65,16,2,"[[2, 1], [2, 2]]"
66,1,1,"[[-1, -1], [3, 0]]"
66,1,2,"[[-1, -1], [2, 3]]"
66,2,1,"[[-1, -1], [1, 0]]"
66,2,2,"[[-1, -1], [0, 3]]"
66,3,1,"[[-1, -1], [2, 0]]"
66,3,2,"[[-1, -1], [0, 0]]"
66,4,1,"[[-1, -1], [4, 0]]"
66,4,2,"[[-1, -1], [0, 1]]"
66,5,1,"[[1, 0], [2, 1]]"
66,6,2,"[[0, 0], [1, 0]]"
66,7,1,"[[4, 0], [3, 1]]"
67,1,1,"[[-1, -1], [4, 1]]"
67,1,2,"[[-1, -1], [1, 3]]"
67,2,1,"[[-1, -1], [2, 1]]"
67,2,2,"[[-1, -1], [0, 3]]"
67,3,1,"[[-1, -1], [1, 1]]"
67,3,2,"[[-1, -1], [3, 1]]"
67,4,1,"[[-1, -1], [1, 0]]"
67,4,2,"[[-1, -1], [2, 2]]"
67,5,1,"[[1, 0], [0, 0]]"
67,6,2,"[[0, 3], [0, 4]]"
68,1,1,"[[-1, -1], [2, 2]]"
68,1,2,"[[-1, -1], [0, 3]]"
68,2,1,"[[-1, -1], [0, 2]]"
68,2,2,"[[-1, -1], [1, 2]]"
68,3,1,"[[-1, -1], [3, 2]]"
68,3,2,"[[-1, -1], [2, 1]]"
68,4,1,"[[-1, -1], [3, 0]]"
68,4,2,"[[-1, -1], [0, 1]]"
68,5,1,"[[3, 0], [3, 1]]"
68,6,2,"[[0, 1], [1, 1]]"
68,7,1,"[[3, 1], [4, 1]]"
68,8,2,"[[0, 3], [1, 3]]"
68,9,1,"[[0, 2], [0, 1]]"
68,10,2,"[[2, 1], [1, 0]]"
69,1,1,"[[-1, -1], [1, 3]]"
69,1,2,"[[-1, -1], [0, 0]]"
69,2,1,"[[-1, -1], [0, 3]]"
69,2,2,"[[-1, -1], [0, 1]]"
69,3,1,"[[-1, -1], [2, 3]]"
69,3,2,"[[-1, -1], [3, 3]]"
69,4,1,"[[-1, -1], [0, 4]]"
69,4,2,"[[-1, -1], [1, 4]]"
69,5,1,"[[0, 3], [0, 2]]"
69,6,2,"[[3, 3], [2, 2]]"
69,7,1,"[[2, 3], [1, 2]]"
69,8,2,"[[1, 4], [0, 3]]"
69,9,1,"[[0, 2], [1, 1]]"
69,10,2,"[[0, 3], [1, 4]]"
69,11,1,"[[0, 4], [0, 3]]"
69,12,2,"[[0, 1], [0, 2]]"
69,13,1,"[[1, 1], [1, 0]]"
69,14,2,"[[0, 0], [0, 1]]"
69,15,1,"[[1, 0], [2, 1]]"
69,16,2,"[[0, 1], [1, 1]]"
69,17,1,"[[0, 3], [0, 4]]"
69,18,2,"[[0, 2], [0, 3]]"
69,19,1,"[[2, 1], [1, 0]]"
69,20,2,"[[1, 1], [0, 2]]"
69,21,1,"[[1, 0], [1, 1]]"
69,22,2,"[[2, 2], [2, 1]]"
69,23,1,"[[1, 3], [2, 2]]"
69,24,2,"[[0, 2], [1, 3]]"
69,25,1,"[[2, 2], [2, 3]]"
69,26,2,"[[2, 1], [1, 0]]"
69,27,1,"[[1, 1], [0, 1]]"
69,28,2,"[[0, 3], [0, 2]]"
69,29,1,"[[0, 4], [0, 3]]"
69,30,2,"[[1, 0], [1, 1]]"
69,31,1,"[[0, 1], [1, 0]]"
69,32,2,"[[0, 2], [0, 1]]"
69,33,1,"[[1, 0], [2, 1]]"
69,34,2,"[[0, 1], [0, 0]]"
69,35,1,"[[0, 3], [0, 2]]"
69,36,2,"[[1, 4], [0, 3]]"
69,37,1,"[[2, 1], [2, 2]]"
69,38,2,"[[0, 0], [0, 1]]"
69,39,1,"[[2, 3], [3, 2]]"
70,1,1,"[[-1, -1], [2, 2]]"
70,1,2,"[[-1, -1], [4, 1]]"
70,2,1,"[[-1, -1], [0, 2]]"
70,2,2,"[[-1, -1], [2, 1]]"
70,3,1,"[[-1, -1], [3, 2]]"
70,3,2,"[[-1, -1], [1, 2]]"
70,4,1,"[[-1, -1], [0, 3]]"
70,4,2,"[[-1, -1], [3, 1]]"
70,5,1,"[[0, 2], [1, 1]]"
70,6,2,"[[1, 2], [0, 2]]"
70,7,1,"[[0, 3], [1, 2]]"
70,8,2,"[[4, 1], [3, 0]]"
70,9,1,"[[1, 1], [0, 1]]"
70,10,2,"[[3, 0], [2, 0]]"
70,11,1,"[[1, 2], [1, 1]]"
70,12,2,"[[0, 2], [1, 2]]"
70,13,1,"[[0, 1], [0, 0]]"
70,14,2,"[[1, 2], [0, 1]]"
70,15,1,"[[3, 2], [3, 3]]"
71,1,1,"[[-1, -1], [3, 1]]"
71,1,2,"[[-1, -1], [4, 0]]"
71,2,1,"[[-1, -1], [1, 1]]"
71,2,2,"[[-1, -1], [2, 0]]"
71,3,1,"[[-1, -1], [2, 1]]"
71,3,2,"[[-1, -1], [0, 0]]"
71,4,1,"[[-1, -1], [0, 1]]"
71,4,2,"[[-1, -1], [4, 1]]"
71,5,1,"[[0, 1], [1, 2]]"
71,6,2,"[[0, 0], [0, 1]]"
71,7,1,"[[3, 1], [2, 2]]"
72,1,1,"[[-1, -1], [4, 4]]"
72,1,2,"[[-1, -1], [3, 2]]"
72,2,1,"[[-1, -1], [2, 4]]"
72,2,2,"[[-1, -1], [3, 4]]"
72,3,1,"[[-1, -1], [0, 4]]"
72,3,2,"[[-1, -1], [3, 3]]"
72,4,1,"[[-1, -1], [3, 1]]"
72,4,2,"[[-1, -1], [2, 2]]"
72,5,1,"[[2, 4], [2, 3]]"
72,6,2,"[[2, 2], [2, 1]]"
72,7,1,"[[0, 4], [1, 3]]"
72,8,2,"[[2, 1], [2, 0]]"
72,9,1,"[[4, 4], [4, 3]]"
72,10,2,"[[2, 0], [3, 0]]"
72,11,1,"[[1, 3], [2, 2]]"
72,12,2,"[[3, 0], [2, 1]]"
72,13,1,"[[2, 2], [1, 2]]"
72,14,2,"[[2, 1], [2, 2]]"
72,15,1,"[[1, 2], [1, 3]]"
72,16,2,"[[3, 3], [4, 2]]"
72,17,1,"[[3, 1], [2, 1]]"
72,18,2,"[[2, 2], [3, 3]]"
72,19,1,"[[2, 1], [3, 1]]"
72,20,2,"[[4, 2], [4, 1]]"
72,21,1,"[[1, 3], [1, 2]]"
72,22,2,"[[3, 3], [4, 2]]"
72,23,1,"[[2, 3], [3, 3]]"
