Index Game, Round, Player, Move
20,35,1,"[[0, 3], [1, 4]]"
20,36,2,"[[0, 2], [0, 3]]"
20,37,1,"[[1, 4], [2, 3]]"
20,38,2,"[[0, 1], [0, 2]]"
20,39,1,"[[1, 1], [2, 2]]"
20,40,2,"[[2, 1], [1, 0]]"
20,41,1,"[[0, 4], [1, 4]]"
20,42,2,"[[1, 0], [0, 1]]"
20,43,1,"[[1, 4], [0, 4]]"
20,44,2,"[[0, 1], [0, 0]]"
20,45,1,"[[2, 3], [2, 4]]"
20,46,2,"[[0, 2], [0, 1]]"
20,47,1,"[[1, 2], [0, 2]]"
20,48,2,"[[0, 0], [1, 0]]"
20,49,1,"[[0, 2], [1, 1]]"
20,50,2,"[[1, 3], [0, 2]]"
20,51,1,"[[1, 1], [0, 0]]"
20,52,2,"[[0, 2], [1, 1]]"
20,53,1,"[[2, 2], [1, 2]]"
20,54,2,"[[0, 1], [0, 2]]"
20,55,1,"[[0, 0], [0, 1]]"
20,56,2,"[[0, 2], [1, 3]]"
20,57,1,"[[2, 4], [1, 4]]"
20,58,2,"[[1, 0], [0, 0]]"
20,59,1,"[[1, 2], [0, 2]]"
20,60,2,"[[1, 1], [1, 2]]"
20,61,1,"[[0, 2], [1, 1]]"
20,62,2,"[[0, 0], [1, 0]]"
20,63,1,"[[0, 1], [0, 2]]"
20,64,2,"[[1, 0], [0, 1]]"
20,65,1,"[[1, 4], [2, 3]]"
20,66,2,"[[0, 3], [1, 4]]"
20,67,1,"[[0, 4], [0, 3]]"
20,68,2,"[[0, 1], [0, 0]]"
20,69,1,"[[2, 3], [3, 2]]"
20,70,2,"[[0, 0], [1, 0]]"
20,71,1,"[[0, 2], [0, 1]]"
20,72,2,"[[1, 3], [0, 2]]"
20,73,1,"[[0, 3], [1, 3]]"
20,74,2,"[[1, 0], [0, 0]]"
20,75,1,"[[1, 3], [2, 2]]"
20,76,2,"[[0, 2], [1, 3]]"
20,77,1,"[[2, 2], [2, 1]]"
20,78,2,"[[0, 0], [1, 0]]"
20,79,1,"[[3, 2], [3, 1]]"
21,1,1,"[[-1, -1], [2, 4]]"
21,1,2,"[[-1, -1], [2, 3]]"
21,2,1,"[[-1, -1], [0, 4]]"
21,2,2,"[[-1, -1], [0, 3]]"
21,3,1,"[[-1, -1], [1, 4]]"
21,3,2,"[[-1, -1], [3, 4]]"
21,4,1,"[[-1, -1], [3, 3]]"
21,4,2,"[[-1, -1], [0, 1]]"
21,5,1,"[[0, 4], [1, 3]]"
21,6,2,"[[0, 3], [1, 2]]"
22,1,1,"[[-1, -1], [4, 0]]"
22,1,2,"[[-1, -1], [4, 2]]"
22,2,1,"[[-1, -1], [2, 0]]"
22,2,2,"[[-1, -1], [2, 2]]"
22,3,1,"[[-1, -1], [3, 0]]"
22,3,2,"[[-1, -1], [1, 0]]"
22,4,1,"[[-1, -1], [0, 1]]"
22,4,2,"[[-1, -1], [3, 1]]"
22,5,1,"[[0, 1], [1, 1]]"
22,6,2,"[[4, 2], [3, 2]]"
22,7,1,"[[1, 1], [2, 1]]"
22,8,2,"[[2, 2], [1, 2]]"
22,9,1,"[[2, 0], [1, 1]]"
22,10,2,"[[1, 0], [2, 0]]"
22,11,1,"[[1, 1], [0, 0]]"
22,12,2,"[[1, 2], [2, 2]]"
22,13,1,"[[0, 0], [1, 0]]"
22,14,2,"[[2, 2], [1, 1]]"
22,15,1,"[[1, 0], [0, 1]]"
22,16,2,"[[2, 0], [1, 0]]"
22,17,1,"[[0, 1], [0, 0]]"
22,18,2,"[[1, 0], [0, 1]]"
22,19,1,"[[0, 0], [1, 0]]"
22,20,2,"[[1, 1], [2, 0]]"
22,21,1,"[[2, 1], [1, 1]]"
22,22,2,"[[3, 2], [2, 1]]"
22,23,1,"[[3, 0], [4, 1]]"
22,24,2,"[[0, 1], [1, 2]]"
22,25,1,"[[1, 1], [0, 0]]"
22,26,2,"[[1, 2], [2, 3]]"
22,27,1,"[[0, 0], [0, 1]]"
22,28,2,"[[3, 1], [2, 2]]"
23,1,1,"[[-1, -1], [3, 3]]"
23,1,2,"[[-1, -1], [2, 0]]"
23,2,1,"[[-1, -1], [1, 3]]"
23,2,2,"[[-1, -1], [0, 0]]"
23,3,1,"[[-1, -1], [2, 3]]"
23,3,2,"[[-1, -1], [0, 1]]"
23,4,1,"[[-1, -1], [0, 3]]"
23,4,2,"[[-1, -1], [1, 0]]"
23,5,1,"[[0, 3], [0, 2]]"
23,6,2,"[[2, 0], [1, 1]]"
24,1,1,"[[-1, -1], [4, 1]]"
24,1,2,"[[-1, -1], [4, 3]]"
24,2,1,"[[-1, -1], [2, 1]]"
24,2,2,"[[-1, -1], [2, 3]]"
24,3,1,"[[-1, -1], [3, 1]]"
24,3,2,"[[-1, -1], [1, 1]]"
24,4,1,"[[-1, -1], [2, 0]]"
24,4,2,"[[-1, -1], [3, 0]]"
24,5,1,"[[2, 0], [1, 0]]"
24,6,2,"[[4, 3], [3, 2]]"
24,7,1,"[[1, 0], [0, 0]]"
24,8,2,"[[2, 3], [2, 2]]"
24,9,1,"[[0, 0], [0, 1]]"
24,10,2,"[[2, 2], [3, 3]]"
24,11,1,"[[0, 1], [0, 2]]"
24,12,2,"[[3, 0], [2, 0]]"
24,13,1,"[[0, 2], [1, 2]]"
24,14,2,"[[3, 2], [2, 2]]"
24,15,1,"[[1, 2], [2, 3]]"
24,16,2,"[[2, 0], [1, 0]]"
24,17,1,"[[2, 1], [1, 2]]"
24,18,2,"[[1, 0], [0, 0]]"
25,1,1,"[[-1, -1], [1, 2]]"
25,1,2,"[[-1, -1], [0, 3]]"
25,2,1,"[[-1, -1], [0, 2]]"
25,2,2,"[[-1, -1], [1, 3]]"
25,3,1,"[[-1, -1], [2, 2]]"
25,3,2,"[[-1, -1], [3, 2]]"
25,4,1,"[[-1, -1], [0, 1]]"
25,4,2,"[[-1, -1], [1, 1]]"
25,5,1,"[[0, 1], [0, 0]]"
25,6,2,"[[0, 3], [1, 4]]"
25,7,1,"[[0, 0], [1, 0]]"
25,8,2,"[[3, 2], [2, 1]]"
25,9,1,"[[2, 2], [2, 3]]"
25,10,2,"[[1, 4], [2, 4]]"
25,11,1,"[[1, 0], [0, 1]]"
25,12,2,"[[1, 1], [2, 0]]"
25,13,1,"[[1, 2], [1, 1]]"
25,14,2,"[[1, 3], [1, 2]]"
25,15,1,"[[2, 3], [1, 3]]"
25,16,2,"[[2, 1], [2, 2]]"
25,17,1,"[[1, 3], [0, 3]]"
25,18,2,"[[1, 2], [1, 3]]"
25,19,1,"[[0, 3], [1, 2]]"
26,1,1,"[[-1, -1], [1, 0]]"
26,1,2,"[[-1, -1], [4, 4]]"
26,2,1,"[[-1, -1], [0, 0]]"
26,2,2,"[[-1, -1], [2, 4]]"
26,3,1,"[[-1, -1], [1, 1]]"
26,3,2,"[[-1, -1], [0, 1]]"
26,4,1,"[[-1, -1], [3, 0]]"
26,4,2,"[[-1, -1], [2, 0]]"
26,5,1,"[[3, 0], [2, 1]]"
26,6,2,"[[0, 1], [1, 2]]"
26,7,1,"[[1, 0], [0, 1]]"
26,8,2,"[[2, 0], [1, 0]]"
26,9,1,"[[0, 1], [0, 2]]"
26,10,2,"[[4, 4], [3, 3]]"
26,11,1,"[[1, 1], [0, 1]]"
26,12,2,"[[1, 0], [1, 1]]"
26,13,1,"[[0, 1], [1, 0]]"
26,14,2,"[[1, 1], [2, 2]]"
26,15,1,"[[2, 1], [1, 1]]"
26,16,2,"[[1, 2], [0, 1]]"
26,17,1,"[[0, 2], [1, 2]]"
26,18,2,"[[3, 3], [2, 3]]"
26,19,1,"[[1, 0], [2, 0]]"
26,20,2,"[[0, 1], [0, 2]]"
26,21,1,"[[1, 2], [0, 1]]"
26,22,2,"[[0, 2], [0, 3]]"
26,23,1,"[[2, 0], [1, 0]]"
27,1,1,"[[-1, -1], [1, 3]]"
27,1,2,"[[-1, -1], [4, 1]]"
27,2,1,"[[-1, -1], [0, 3]]"
27,2,2,"[[-1, -1], [2, 1]]"
27,3,1,"[[-1, -1], [1, 4]]"
27,3,2,"[[-1, -1], [0, 4]]"
27,4,1,"[[-1, -1], [0, 1]]"
27,4,2,"[[-1, -1], [0, 2]]"
27,5,1,"[[0, 3], [1, 2]]"
27,6,2,"[[0, 2], [1, 1]]"
27,7,1,"[[1, 4], [0, 3]]"
27,8,2,"[[1, 1], [0, 2]]"
27,9,1,"[[0, 1], [1, 1]]"
27,10,2,"[[0, 4], [1, 4]]"
27,11,1,"[[0, 3], [0, 4]]"
27,12,2,"[[2, 1], [2, 2]]"
27,13,1,"[[1, 1], [0, 1]]"
27,14,2,"[[1, 4], [0, 3]]"
27,15,1,"[[0, 4], [1, 4]]"
27,16,2,"[[0, 2], [1, 1]]"
27,17,1,"[[0, 1], [0, 2]]"
27,18,2,"[[4, 1], [3, 0]]"
27,19,1,"[[1, 2], [0, 1]]"
27,20,2,"[[0, 3], [1, 2]]"
27,21,1,"[[0, 1], [0, 0]]"
27,22,2,"[[3, 0], [2, 1]]"
28,1,1,"[[-1, -1], [4, 0]]"
28,1,2,"[[-1, -1], [1, 1]]"
28,2,1,"[[-1, -1], [2, 0]]"
28,2,2,"[[-1, -1], [0, 1]]"
28,3,1,"[[-1, -1], [1, 0]]"
28,3,2,"[[-1, -1], [3, 0]]"
28,4,1,"[[-1, -1], [2, 1]]"
28,4,2,"[[-1, -1], [3, 1]]"
28,5,1,"[[4, 0], [4, 1]]"
28,6,2,"[[0, 1], [0, 0]]"
28,7,1,"[[4, 1], [3, 2]]"
28,8,2,"[[3, 0], [4, 1]]"
28,9,1,"[[1, 0], [0, 1]]"
28,10,2,"[[0, 0], [1, 0]]"
28,11,1,"[[3, 2], [2, 2]]"
28,12,2,"[[3, 1], [3, 0]]"
28,13,1,"[[0, 1], [1, 2]]"
28,14,2,"[[1, 0], [0, 0]]"
28,15,1,"[[1, 2], [2, 3]]"
29,1,1,"[[-1, -1], [1, 0]]"
29,1,2,"[[-1, -1], [0, 3]]"
29,2,1,"[[-1, -1], [0, 0]]"
29,2,2,"[[-1, -1], [0, 1]]"
29,3,1,"[[-1, -1], [2, 0]]"
29,3,2,"[[-1, -1], [3, 0]]"
29,4,1,"[[-1, -1], [3, 1]]"
29,4,2,"[[-1, -1], [2, 1]]"
29,5,1,"[[0, 0], [1, 1]]"
29,6,2,"[[0, 1], [1, 2]]"
30,1,1,"[[-1, -1], [3, 0]]"
30,1,2,"[[-1, -1], [0, 4]]"
30,2,1,"[[-1, -1], [1, 0]]"
30,2,2,"[[-1, -1], [0, 2]]"
30,3,1,"[[-1, -1], [2, 0]]"
30,3,2,"[[-1, -1], [0, 0]]"
30,4,1,"[[-1, -1], [4, 0]]"
30,4,2,"[[-1, -1], [0, 1]]"
30,5,1,"[[1, 0], [1, 1]]"
30,6,2,"[[0, 4], [0, 3]]"
31,1,1,"[[-1, -1], [1, 1]]"
31,1,2,"[[-1, -1], [0, 1]]"
31,2,1,"[[-1, -1], [1, 0]]"
31,2,2,"[[-1, -1], [0, 0]]"
31,3,1,"[[-1, -1], [1, 2]]"
31,3,2,"[[-1, -1], [1, 3]]"
31,4,1,"[[-1, -1], [2, 0]]"
31,4,2,"[[-1, -1], [2, 1]]"
31,5,1,"[[1, 2], [2, 2]]"
31,6,2,"[[0, 1], [0, 2]]"
31,7,1,"[[2, 2], [3, 1]]"
31,8,2,"[[0, 0], [0, 1]]"
31,9,1,"[[1, 1], [0, 0]]"
31,10,2,"[[2, 1], [3, 0]]"
31,11,1,"[[3, 1], [2, 1]]"
31,12,2,"[[0, 2], [1, 1]]"
31,13,1,"[[2, 0], [3, 1]]"
31,14,2,"[[3, 0], [2, 0]]"
31,15,1,"[[2, 1], [3, 0]]"
31,16,2,"[[0, 1], [1, 2]]"
31,17,1,"[[3, 0], [4, 0]]"
31,18,2,"[[2, 0], [2, 1]]"
31,19,1,"[[3, 1], [2, 2]]"
31,20,2,"[[1, 3], [2, 3]]"
31,21,1,"[[4, 0], [3, 0]]"
31,22,2,"[[2, 3], [3, 2]]"
31,23,1,"[[0, 0], [0, 1]]"
31,24,2,"[[3, 2], [3, 1]]"
31,25,1,"[[1, 0], [0, 0]]"
31,26,2,"[[1, 2], [0, 2]]"
31,27,1,"[[2, 2], [1, 2]]"
31,28,2,"[[3, 1], [2, 0]]"
31,29,1,"[[3, 0], [3, 1]]"
31,30,2,"[[0, 2], [0, 3]]"
31,31,1,"[[0, 1], [0, 2]]"
31,32,2,"[[0, 3], [1, 3]]"
31,33,1,"[[3, 1], [2, 2]]"
31,34,2,"[[1, 1], [0, 1]]"
31,35,1,"[[2, 2], [1, 1]]"
31,36,2,"[[2, 0], [1, 0]]"
31,37,1,"[[0, 2], [0, 3]]"
31,38,2,"[[1, 3], [0, 2]]"
31,39,1,"[[0, 3], [0, 4]]"
31,40,2,"[[2, 1], [2, 2]]"
31,41,1,"[[0, 4], [1, 3]]"
31,42,2,"[[2, 2], [2, 3]]"
31,43,1,"[[1, 1], [2, 0]]"
31,44,2,"[[1, 0], [1, 1]]"
31,45,1,"[[1, 3], [2, 2]]"
31,46,2,"[[0, 1], [1, 0]]"
31,47,1,"[[0, 0], [0, 1]]"
31,48,2,"[[0, 2], [1, 3]]"
31,49,1,"[[2, 0], [2, 1]]"
31,50,2,"[[2, 3], [2, 4]]"
31,51,1,"[[0, 1], [0, 2]]"
31,52,2,"[[1, 0], [0, 0]]"
31,53,1,"[[2, 1], [3, 2]]"
32,1,1,"[[-1, -1], [0, 3]]"
32,1,2,"[[-1, -1], [1, 3]]"
32,2,1,"[[-1, -1], [0, 1]]"
32,2,2,"[[-1, -1], [0, 2]]"
32,3,1,"[[-1, -1], [0, 4]]"
32,3,2,"[[-1, -1], [0, 0]]"
32,4,1,"[[-1, -1], [1, 1]]"
32,4,2,"[[-1, -1], [1, 0]]"
32,5,1,"[[0, 1], [1, 2]]"
32,6,2,"[[1, 0], [0, 1]]"
32,7,1,"[[0, 4], [1, 4]]"
32,8,2,"[[0, 0], [1, 0]]"
32,9,1,"[[1, 4], [2, 3]]"
32,10,2,"[[1, 3], [0, 4]]"
32,11,1,"[[0, 3], [1, 3]]"
32,12,2,"[[0, 1], [0, 0]]"
32,13,1,"[[1, 1], [2, 2]]"
33,1,1,"[[-1, -1], [0, 0]]"
33,1,2,"[[-1, -1], [3, 4]]"
33,2,1,"[[-1, -1], [0, 1]]"
33,2,2,"[[-1, -1], [1, 4]]"
33,3,1,"[[-1, -1], [1, 1]]"
33,3,2,"[[-1, -1], [1, 0]]"
33,4,1,"[[-1, -1], [0, 3]]"
33,4,2,"[[-1, -1], [0, 2]]"
33,5,1,"[[0, 3], [1, 2]]"
33,6,2,"[[0, 2], [1, 3]]"
33,7,1,"[[1, 1], [0, 2]]"
33,8,2,"[[1, 0], [1, 1]]"
33,9,1,"[[1, 2], [0, 3]]"
34,1,1,"[[-1, -1], [0, 3]]"
34,1,2,"[[-1, -1], [1, 0]]"
34,2,1,"[[-1, -1], [0, 1]]"
34,2,2,"[[-1, -1], [0, 0]]"
34,3,1,"[[-1, -1], [0, 2]]"
34,3,2,"[[-1, -1], [0, 4]]"
34,4,1,"[[-1, -1], [1, 1]]"
34,4,2,"[[-1, -1], [1, 2]]"
34,5,1,"[[0, 2], [1, 3]]"
34,6,2,"[[0, 4], [1, 4]]"
34,7,1,"[[0, 1], [0, 2]]"
34,8,2,"[[0, 0], [0, 1]]"
34,9,1,"[[1, 3], [0, 4]]"
34,10,2,"[[1, 4], [1, 3]]"
34,11,1,"[[0, 3], [1, 4]]"
34,12,2,"[[1, 0], [2, 1]]"
34,13,1,"[[1, 1], [0, 0]]"
34,14,2,"[[0, 1], [1, 1]]"
34,15,1,"[[0, 0], [0, 1]]"
34,16,2,"[[1, 3], [2, 2]]"
35,1,1,"[[-1, -1], [0, 0]]"
35,1,2,"[[-1, -1], [2, 1]]"
35,2,1,"[[-1, -1], [0, 1]]"
35,2,2,"[[-1, -1], [1, 1]]"
35,3,1,"[[-1, -1], [0, 2]]"
35,3,2,"[[-1, -1], [0, 3]]"
35,4,1,"[[-1, -1], [1, 3]]"
35,4,2,"[[-1, -1], [2, 2]]"
35,5,1,"[[1, 3], [1, 2]]"
35,6,2,"[[2, 2], [2, 3]]"
35,7,1,"[[0, 2], [1, 3]]"
35,8,2,"[[0, 3], [0, 2]]"
35,9,1,"[[1, 2], [0, 3]]"
35,10,2,"[[2, 3], [2, 2]]"
35,11,1,"[[1, 3], [1, 2]]"
35,12,2,"[[2, 1], [1, 0]]"
35,13,1,"[[0, 3], [0, 4]]"
35,14,2,"[[0, 2], [1, 3]]"
35,15,1,"[[0, 1], [0, 2]]"
35,16,2,"[[2, 2], [2, 3]]"
35,17,1,"[[0, 0], [0, 1]]"
35,18,2,"[[1, 3], [0, 3]]"
35,19,1,"[[0, 2], [1, 3]]"
35,20,2,"[[1, 1], [0, 2]]"
35,21,1,"[[0, 4], [1, 4]]"
35,22,2,"[[1, 0], [1, 1]]"
35,23,1,"[[0, 1], [0, 0]]"
35,24,2,"[[2, 3], [3, 2]]"
35,25,1,"[[0, 0], [1, 0]]"
35,26,2,"[[0, 2], [0, 1]]"
35,27,1,"[[1, 3], [0, 2]]"
35,28,2,"[[0, 3], [1, 3]]"
35,29,1,"[[1, 0], [0, 0]]"
35,30,2,"[[1, 3], [2, 2]]"
35,31,1,"[[0, 2], [1, 3]]"
35,32,2,"[[2, 2], [2, 1]]"
35,33,1,"[[0, 0], [1, 0]]"
35,34,2,"[[3, 2], [3, 1]]"
36,1,1,"[[-1, -1], [3, 2]]"
36,1,2,"[[-1, -1], [2, 0]]"
36,2,1,"[[-1, -1], [1, 2]]"
36,2,2,"[[-1, -1], [2, 2]]"
36,3,1,"[[-1, -1], [0, 2]]"
36,3,2,"[[-1, -1], [2, 1]]"
36,4,1,"[[-1, -1], [2, 3]]"
36,4,2,"[[-1, -1], [3, 0]]"
36,5,1,"[[3, 2], [3, 1]]"
36,6,2,"[[2, 1], [3, 2]]"
36,7,1,"[[1, 2], [2, 1]]"
36,8,2,"[[2, 0], [1, 0]]"
36,9,1,"[[3, 1], [2, 0]]"
36,10,2,"[[1, 0], [1, 1]]"
36,11,1,"[[0, 2], [1, 3]]"
36,12,2,"[[1, 1], [1, 2]]"
36,13,1,"[[1, 3], [1, 4]]"
36,14,2,"[[3, 0], [3, 1]]"
36,15,1,"[[1, 4], [0, 3]]"
36,16,2,"[[3, 1], [4, 2]]"
37,1,1,"[[-1, -1], [4, 0]]"
37,1,2,"[[-1, -1], [4, 2]]"
37,2,1,"[[-1, -1], [2, 0]]"
37,2,2,"[[-1, -1], [2, 2]]"
37,3,1,"[[-1, -1], [3, 0]]"
37,3,2,"[[-1, -1], [1, 0]]"
37,4,1,"[[-1, -1], [0, 1]]"
37,4,2,"[[-1, -1], [3, 1]]"
37,5,1,"[[0, 1], [1, 1]]"
37,6,2,"[[4, 2], [3, 2]]"
37,7,1,"[[1, 1], [2, 1]]"
37,8,2,"[[2, 2], [1, 2]]"
37,9,1,"[[2, 0], [1, 1]]"
37,10,2,"[[1, 0], [2, 0]]"
37,11,1,"[[1, 1], [0, 0]]"
37,12,2,"[[1, 2], [2, 2]]"
37,13,1,"[[0, 0], [1, 0]]"
37,14,2,"[[2, 2], [1, 1]]"
37,15,1,"[[1, 0], [0, 1]]"
37,16,2,"[[2, 0], [1, 0]]"
37,17,1,"[[0, 1], [0, 0]]"
37,18,2,"[[1, 0], [0, 1]]"
37,19,1,"[[0, 0], [1, 0]]"
37,20,2,"[[1, 1], [2, 0]]"
37,21,1,"[[2, 1], [1, 1]]"
37,22,2,"[[3, 2], [2, 1]]"
37,23,1,"[[3, 0], [4, 1]]"
37,24,2,"[[0, 1], [1, 2]]"
37,25,1,"[[1, 1], [0, 0]]"
37,26,2,"[[1, 2], [2, 3]]"
37,27,1,"[[0, 0], [0, 1]]"
37,28,2,"[[3, 1], [2, 2]]"
38,1,1,"[[-1, -1], [2, 4]]"
38,1,2,"[[-1, -1], [1, 3]]"
38,2,1,"[[-1, -1], [1, 4]]"
38,2,2,"[[-1, -1], [0, 3]]"
38,3,1,"[[-1, -1], [3, 4]]"
38,3,2,"[[-1, -1], [0, 0]]"
38,4,1,"[[-1, -1], [0, 4]]"
38,4,2,"[[-1, -1], [0, 1]]"
38,5,1,"[[1, 4], [2, 3]]"
38,6,2,"[[1, 3], [0, 2]]"
39,1,1,"[[-1, -1], [1, 1]]"
39,1,2,"[[-1, -1], [0, 1]]"
39,2,1,"[[-1, -1], [1, 0]]"
39,2,2,"[[-1, -1], [0, 0]]"
39,3,1,"[[-1, -1], [1, 2]]"
39,3,2,"[[-1, -1], [1, 3]]"
39,4,1,"[[-1, -1], [2, 0]]"
39,4,2,"[[-1, -1], [2, 1]]"
39,5,1,"[[1, 2], [2, 2]]"
39,6,2,"[[0, 1], [0, 2]]"
39,7,1,"[[2, 2], [3, 1]]"
39,8,2,"[[0, 0], [0, 1]]"
39,9,1,"[[1, 1], [0, 0]]"
39,10,2,"[[2, 1], [3, 0]]"
39,11,1,"[[3, 1], [2, 1]]"
39,12,2,"[[0, 2], [1, 1]]"
39,13,1,"[[2, 0], [3, 1]]"
39,14,2,"[[3, 0], [2, 0]]"
39,15,1,"[[2, 1], [3, 0]]"
39,16,2,"[[0, 1], [1, 2]]"
39,17,1,"[[3, 0], [4, 0]]"
39,18,2,"[[2, 0], [2, 1]]"
39,19,1,"[[3, 1], [2, 2]]"
39,20,2,"[[1, 3], [2, 3]]"
39,21,1,"[[4, 0], [3, 0]]"
39,22,2,"[[2, 3], [3, 2]]"
39,23,1,"[[0, 0], [0, 1]]"
39,24,2,"[[3, 2], [3, 1]]"
39,25,1,"[[1, 0], [0, 0]]"
39,26,2,"[[1, 2], [0, 2]]"
39,27,1,"[[2, 2], [1, 2]]"
39,28,2,"[[3, 1], [2, 0]]"
39,29,1,"[[3, 0], [3, 1]]"
39,30,2,"[[0, 2], [0, 3]]"
39,31,1,"[[0, 1], [0, 2]]"
39,32,2,"[[0, 3], [1, 3]]"
39,33,1,"[[3, 1], [2, 2]]"
39,34,2,"[[1, 1], [0, 1]]"
39,35,1,"[[2, 2], [1, 1]]"
39,36,2,"[[2, 0], [1, 0]]"
39,37,1,"[[0, 2], [0, 3]]"
39,38,2,"[[1, 3], [0, 2]]"
39,39,1,"[[0, 3], [0, 4]]"
39,40,2,"[[2, 1], [2, 2]]"
39,41,1,"[[0, 4], [1, 3]]"
39,42,2,"[[2, 2], [2, 3]]"
39,43,1,"[[1, 1], [2, 0]]"
39,44,2,"[[1, 0], [1, 1]]"
39,45,1,"[[1, 3], [2, 2]]"
39,46,2,"[[0, 1], [1, 0]]"
39,47,1,"[[0, 0], [0, 1]]"
39,48,2,"[[0, 2], [1, 3]]"
39,49,1,"[[2, 0], [2, 1]]"
39,50,2,"[[2, 3], [2, 4]]"
39,51,1,"[[0, 1], [0, 2]]"
39,52,2,"[[1, 0], [0, 0]]"
39,53,1,"[[2, 1], [3, 2]]"
40,1,1,"[[-1, -1], [0, 3]]"
40,1,2,"[[-1, -1], [2, 4]]"
40,2,1,"[[-1, -1], [0, 1]]"
40,2,2,"[[-1, -1], [0, 4]]"
40,3,1,"[[-1, -1], [0, 2]]"
40,3,2,"[[-1, -1], [0, 0]]"
40,4,1,"[[-1, -1], [1, 0]]"
40,4,2,"[[-1, -1], [1, 1]]"
40,5,1,"[[0, 1], [1, 2]]"
40,6,2,"[[0, 0], [0, 1]]"
40,7,1,"[[1, 0], [2, 1]]"
40,8,2,"[[0, 4], [1, 3]]"
40,9,1,"[[1, 2], [2, 3]]"
40,10,2,"[[0, 1], [1, 2]]"
40,11,1,"[[0, 3], [1, 4]]"
40,12,2,"[[1, 1], [2, 2]]"
40,13,1,"[[0, 2], [0, 1]]"
40,14,2,"[[1, 3], [0, 3]]"
40,15,1,"[[1, 4], [1, 3]]"
40,16,2,"[[0, 3], [0, 4]]"
40,17,1,"[[2, 3], [1, 4]]"
40,18,2,"[[2, 2], [2, 3]]"
40,19,1,"[[0, 1], [1, 1]]"
40,20,2,"[[0, 4], [0, 3]]"
40,21,1,"[[1, 1], [1, 0]]"
40,22,2,"[[2, 3], [2, 2]]"
40,23,1,"[[2, 1], [2, 0]]"
40,24,2,"[[1, 2], [1, 1]]"
40,25,1,"[[1, 3], [1, 2]]"
40,26,2,"[[2, 4], [1, 3]]"
40,27,1,"[[2, 0], [2, 1]]"
40,28,2,"[[2, 2], [2, 3]]"
40,29,1,"[[2, 1], [2, 2]]"
40,30,2,"[[2, 3], [3, 2]]"
40,31,1,"[[1, 0], [2, 1]]"
40,32,2,"[[1, 1], [0, 1]]"
40,33,1,"[[1, 2], [2, 3]]"
40,34,2,"[[1, 3], [2, 4]]"
40,35,1,"[[1, 4], [1, 3]]"
40,36,2,"[[0, 1], [1, 2]]"
40,37,1,"[[2, 1], [2, 0]]"
40,38,2,"[[0, 3], [0, 2]]"
40,39,1,"[[2, 2], [2, 1]]"
40,40,2,"[[1, 2], [2, 2]]"
40,41,1,"[[1, 3], [1, 2]]"
40,42,2,"[[2, 4], [3, 3]]"
40,43,1,"[[2, 3], [2, 4]]"
40,44,2,"[[3, 2], [2, 3]]"
40,45,1,"[[2, 4], [1, 3]]"
40,46,2,"[[3, 3], [4, 2]]"
40,47,1,"[[1, 3], [0, 3]]"
40,48,2,"[[0, 2], [0, 1]]"
40,49,1,"[[2, 0], [3, 0]]"
41,1,1,"[[-1, -1], [1, 1]]"
41,1,2,"[[-1, -1], [1, 0]]"
41,2,1,"[[-1, -1], [0, 1]]"
41,2,2,"[[-1, -1], [0, 0]]"
41,3,1,"[[-1, -1], [2, 1]]"
41,3,2,"[[-1, -1], [3, 1]]"
41,4,1,"[[-1, -1], [0, 2]]"
41,4,2,"[[-1, -1], [1, 2]]"
41,5,1,"[[0, 2], [0, 3]]"
41,6,2,"[[3, 1], [2, 2]]"
41,7,1,"[[0, 3], [1, 3]]"
41,8,2,"[[1, 0], [2, 0]]"
41,9,1,"[[2, 1], [1, 0]]"
41,10,2,"[[2, 2], [3, 1]]"
41,11,1,"[[0, 1], [0, 2]]"
41,12,2,"[[0, 0], [0, 1]]"
41,13,1,"[[0, 2], [0, 3]]"
41,14,2,"[[2, 0], [2, 1]]"
41,15,1,"[[0, 3], [0, 4]]"
41,16,2,"[[0, 1], [0, 2]]"
41,17,1,"[[1, 3], [1, 4]]"
41,18,2,"[[0, 2], [0, 3]]"
41,19,1,"[[0, 4], [1, 3]]"
41,20,2,"[[3, 1], [3, 0]]"
42,1,1,"[[-1, -1], [3, 3]]"
42,1,2,"[[-1, -1], [0, 0]]"
42,2,1,"[[-1, -1], [1, 3]]"
42,2,2,"[[-1, -1], [0, 1]]"
42,3,1,"[[-1, -1], [2, 3]]"
42,3,2,"[[-1, -1], [0, 2]]"
42,4,1,"[[-1, -1], [0, 3]]"
42,4,2,"[[-1, -1], [1, 0]]"
42,5,1,"[[0, 3], [0, 4]]"
42,6,2,"[[0, 2], [1, 1]]"
43,1,1,"[[-1, -1], [0, 2]]"
43,1,2,"[[-1, -1], [1, 1]]"
43,2,1,"[[-1, -1], [0, 1]]"
43,2,2,"[[-1, -1], [1, 0]]"
43,3,1,"[[-1, -1], [0, 3]]"
43,3,2,"[[-1, -1], [0, 0]]"
43,4,1,"[[-1, -1], [0, 4]]"
43,4,2,"[[-1, -1], [3, 0]]"
43,5,1,"[[0, 1], [1, 2]]"
43,6,2,"[[1, 1], [2, 0]]"
44,1,1,"[[-1, -1], [2, 3]]"
44,1,2,"[[-1, -1], [4, 3]]"
44,2,1,"[[-1, -1], [0, 3]]"
44,2,2,"[[-1, -1], [4, 1]]"
